"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","error_rate","mc_se_error","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes"
"fixed-split targeting","300 persons, 10+10 dichotomous items at -1.5/+1.5, B=39","binomial",100,100,0,0,NA,NA,NA,3900,3900,0,0,NA,NA,NA,NA,NA,NA,NA,0.18,0.0384187454245971,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"tools/simval/studies/dimensionality-targeting.R","37946ab87548ab30a9b3e698a400c859","git:0fd9c08+dirty","40b2a2a2ce01","2026-09-13","Conditional on analysed datasets. Binomial flag descriptive. This is a targeted calibration screen, not validation across all designs. Mean significant-person proportion 0.0698."
"fixed-split targeting","300 persons, 10+10 dichotomous items at -1.5/+1.5, B=39","bootstrap",100,100,0,0,NA,NA,NA,3900,3900,0,0,NA,NA,NA,NA,NA,NA,NA,0.03,0.017058722109232,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"tools/simval/studies/dimensionality-targeting.R","37946ab87548ab30a9b3e698a400c859","git:0fd9c08+dirty","40b2a2a2ce01","2026-09-13","Conditional on analysed datasets. Binomial flag descriptive. This is a targeted calibration screen, not validation across all designs. Mean significant-person proportion 0.0698."
